Codice;Ubicazione;Area di Competenza;DescrizioneVia;Civico;CodiceVia;insegna;settore_merceologico;settore_storico_cf_n;settore_storico_cf_preval;settore_storico_cf_s;superficie_totale;superficie_vendita;MUNICIPIO;LONGIT;LATIT;Location
C-EV/22456;Viale PIAVE N. 38| isolato:151| accesso: accesso esterno| (z.d. 3);VENDITA - In sede fissa;Viale PIAVE;38;2179;esselunga;Alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  ;supermercato alimentare;settore alimentare/non aliment;1822;1500;3;9.20677384163824;45.4726188732503;45.4726188732503, 9.20677384163824
C-EV/22993;Via SARPI FRA' PAOLO N. 33| isolato:113| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Via SARPI FRA' PAOLO;33;7210;carrefour;Alimentare|Non Alimentare;con esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma  ;grande magazz. con alimentari;settore alimentare/non aliment;1967;1504;1;9.1751575031;45.4812631659;45.4812631659, 9.1751575031
C-EV/76461;Corso VITTORIO EMANUELE II N. 24 (z.d. 1);VENDITA - In sede fissa;Corso VITTORIO EMANUELE II;24;214;;non alimentare;articoli sportivi prescrizioni: vedasi avvertenze recate in determina dirigenziale n.208/2009 con p.g. n. 845095/2009 ;;settore non alimentare;2104;1511;1;9.19543360178;45.465341227;45.465341227, 9.19543360178
EV/112054;Corso BUENOS AIRES N. 8 (z.d. 3);VENDITA - In sede fissa;Corso BUENOS AIRES;8;2129;;Non Alimentare;;;;2272;1529;3;9.20668674854;45.4758598616;45.4758598616, 9.20668674854
C-EV/24872;Via SIRTORI GIUSEPPE N. 26| isolato:145| accesso: accesso interno| (z.d. 3);VENDITA - In sede fissa;Via SIRTORI GIUSEPPE;26;2180;;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  ;abbigliamento;settore non alimentare;1530;1530;3;9.20767493745;45.4743833832;45.4743833832, 9.20767493745
C-EV/71702;Via ADRIANO PUBLIO ELIO N. 83 udc vi.2a pii ar.marelli num.000| (z.d. 1);VENDITA - In sede fissa;Via ADRIANO PUBLIO ELIO;83;2410;;Non Alimentare;generi non alimentari prodotti di abbigliamento uomo, donna, bambino, calzature e accessori ;calzature;settore non alimentare;2155;1550;2;9.24354157438;45.5143648883;45.5143648883, 9.24354157438
C-EV/43604;Via FOSCOLO UGO N. 3|gll vittorio emanuele 000| isolato:480| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Via FOSCOLO UGO;3;205;ricordi media store;Non Alimentare;(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) attivita' prevalente: prodotti multimediali e musicali in genere ;dischi;settore non alimentare;2128;1576;1;9.19067041517;45.4653475084;45.4653475084, 9.19067041517
C-EV/22959;Via FARINI CARLO N. 77| isolato:153| accesso: accesso esterno| (z.d. 9);VENDITA - In sede fissa;Via FARINI CARLO;77;1114;carrefour;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  attivita' prevalente: supermercato ;supermercato alimentare;settore alimentare/non aliment;2840;1580;9;9.18540014281;45.4952346309;45.4952346309, 9.18540014281
C-EV/66462;Viale CORSICA ang.terenzio (pii 11) num.000| ();VENDITA - In sede fissa;Viale CORSICA;;3262;;non alimentare;grande magazzino   prescrizione: il flusso di traffico transitante in v.le corsica direzione periferia, oltre al segnale di obbligo deve essere delimitato da una barriera fisica, come un cordolo materializzato, che impedisca svolte a sinistra in via terenzio  ;in sospensiva;settore non alimentare;1675;1581;;;;
C-EV/39815;Via TORINO N. 2|via torino 002| isolato:438| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Via TORINO;2;543;zara;Non Alimentare;(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) attivita' prevalente: abbigliamento ed accessori attivita' prevalente:commercio al dettaglio abbigliamento e accessori ;abbigliamento;settore non alimentare;2527;1592;1;9.18781486216;45.46350108;45.46350108, 9.18781486216
C-EV/23006;VIA PADOVA num.200| isolato:230| accesso: accesso esterno|;VENDITA - In sede fissa;VIA PADOVA;;703;carrefour;Non Alimentare;;grande magazzino senza alimen.;settore alimentare/non aliment;1665;1620;;;;
C-EV/22942;Via SPADARI N. 2|via spadari 002| isolato:438| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Via SPADARI;2;518;upim;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) attivita' prevalente: grande magazzino;grande magazzino senza alimen.;settore alimentare/non aliment;2692;1652;1;9.18747410533;45.4633963627;45.4633963627, 9.18747410533
EV/115307;PIAZZA TRE TORRI snc;VENDITA - In sede fissa;PIAZZA TRE TORRI;;6934;;Alimentare|Non Alimentare;;;;2046;1680;;;;
C-EV/23040;Via ORSINI VINCENZO GIORDANO N. 2| isolato:207| accesso: accesso esterno| (z.d. 7);VENDITA - In sede fissa;Via ORSINI VINCENZO GIORDANO;2;6648;io brico;alimentare|non alimentare;con esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma  ;bricolage;settore alimentare/non aliment;1850;1691;7;9.13575027919;45.4620495847;45.4620495847, 9.13575027919
C-EV/26503;Via FELTRE num.038| isolato:073| accesso: accesso esterno| (z.d. 3);VENDITA - In sede fissa;Via FELTRE;;2652;esselunga;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  ;supermercato alimentare;settore alimentare/non aliment;1700;1700;;;;
C-EV/22961;Viale ZARA N. 123| isolato:082| accesso: accesso esterno| (z.d. 9);VENDITA - In sede fissa;Viale ZARA;123;1170;esselunga;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  ;supermercato alimentare;settore alimentare/non aliment;1700;1700;9;9.19602276851;45.4989964958;45.4989964958, 9.19602276851
C-EV/22937;GALLERIA PASSARELLA N. 1|gll passarella 001| isolato:360| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;GALLERIA PASSARELLA;1;303;h.e m. abbigliamento;non alimentare;;abbigliamento;settore non alimentare;2200;1708;1;9.19718089504;45.4656742027;45.4656742027, 9.19718089504
C-EV/48684;Via NOVARA num.083| isolato:044| accesso: accesso esterno| (z.d. 7);VENDITA - In sede fissa;Via NOVARA;;6624;toys center;Alimentare|Non Alimentare;giocattoli ed articoli della prima infanzia ;giocattoli;settore alimentare/non aliment;2486;1743;;;;
C-EV/78780;Piazza DUCA D'AOSTA int. staz. centr. t2/a2/f2/m6 num.000| ();VENDITA - In sede fissa;Piazza DUCA D'AOSTA;;1200;;non alimentare|alimentare;libri, prodotti editoriali, anche su supporti digitali,periodici, quotidiani, audiovisivi, strumenti musicali, piccolo audio, software videogiochi, articoli di cartoleria, alimentare secco preconfezionato ;;settore alimentare/non aliment;2566;1772;;;;
C-EV/53525;Via LORENTEGGIO ang. v. redaelli 2 num.000| isolato:125| accesso: accesso esterno| (z.d. 6);VENDITA - In sede fissa;Via LORENTEGGIO;;5132;oviesse;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  ;abbigliamento;settore alimentare/non aliment;5508;1780;;;;
C-EV/72862;Via PECETTA (DELLA) n. 31/33;VENDITA - In sede fissa;Via PECETTA (DELLA);;7251;sma/simply;alimentare|non alimentare;centro commerciale tradizionale ;supermercato alimentare;settore alimentare/non aliment;3000;1810;;;;
C-EV/23052;VIA MASOLINO DA PANICALE N. 7| isolato:300| accesso: accesso esterno| (z.d. 8);VENDITA - In sede fissa;VIA MASOLINO DA PANICALE;7;7264;;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) attivita' prevalente: grandi magazzini;grande magazz. con alimentari;settore alimentare/non aliment;2604;1819;8;9.15128195516;45.4933804234;45.4933804234, 9.15128195516
C-EV/72702;CORSO VITTORIO EMANUELE II N. 30 (z.d. 1);VENDITA - In sede fissa;CORSO VITTORIO EMANUELE II;30;703;;Non Alimentare;;;settore non alimentare;2860;1842;;;;
C-EV/22976;Via MANCINI LODOVICO N. 2| isolato:035| accesso: accesso esterno| (z.d. 4);VENDITA - In sede fissa;Via MANCINI LODOVICO;2;3082;OVS;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) attivita' prevalente: grandi magazzini;grande magazzino;settore alimentare/non aliment;2835;1854;4;9.20984838207;45.4625612619;45.4625612619, 9.20984838207
C-EV/62874;Via GRASSI GIOVANNI BATTISTA N. 98 art. 38 c. 4 r.r. 3/2000| accesso: accesso esterno| (z.d. 8);VENDITA - In sede fissa;Via GRASSI GIOVANNI BATTISTA;98;7465;car village;non alimentare;vendita esclusiva di autoveicoli ;autoveicoli;settore non alimentare;7596;1899;8;9.11800533432;45.5197599483;45.5197599483, 9.11800533432
C-EV/47700;VIA MARGHERA N. 28| isolato:212| accesso: accesso esterno| (z.d. 7);VENDITA - In sede fissa;VIA MARGHERA;28;703;mondadori mulitcenter;Alimentare|Non Alimentare;con l'esclusione dei prodotti per i quali è previsto per legge uno specifico diploma  attivita' prevalente vendita libri e prodotti per l'informatica ;libreria;settore alimentare/non aliment;2115;1904;;;;
C-EV/23952;Viale MONZA N. 1 (z.d. 2);VENDITA - In sede fissa;Viale MONZA;1;2274;;alimentare|non alimentare;;;settore alimentare/non aliment;3684;1910;2;9.21677309779;45.4871249879;45.4871249879, 9.21677309779
C-EV/50595;Via LEGNONE N. 3| isolato:087| accesso: accesso esterno| (z.d. 9);VENDITA - In sede fissa;Via LEGNONE;3;1298;esselunga vle jenner;alimentare|non alimentare;cion esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma  ;supermercato alimentare;settore alimentare/non aliment;1920;1920;9;9.18155614341;45.4982919068;45.4982919068, 9.18155614341
C-EV/77918;Corso VITTORIO EMANUELE II N. 22|cso vittorio emanuele ii 000| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Corso VITTORIO EMANUELE II;22;214;bershka;Non Alimentare;abbigliamento, accessori uomo, donna, bambino ;;settore non alimentare;3588;1944;1;9.19523069269;45.4652839367;45.4652839367, 9.19523069269
C-EV/55614;Piazza PIEMONTE num.002/4| isolato:133| (z.d. 7);VENDITA - In sede fissa;Piazza PIEMONTE;;6254;fined finanz.editoriale;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  attivita' prevalente libri e dischi ;libreria;settore non alimentare;2800;1973;;;;
C-EV/58942;Piazzale LODI N. 3 v.le umbria ang. v. p.colletta| isolato:181| accesso: accesso interno| (z.d. 4);VENDITA - In sede fissa;Piazzale LODI;3;4249;media world;non alimentare;elettrodomestici, radio-tv, dischi, materiale fotografico, ecc. ;radio tv, elettrodom,app.radio;settore non alimentare;2731;1981;4;9.21073735473;45.4476318578;45.4476318578, 9.21073735473
EV/114411;VIA CORDUSIO N. 2 (z.d. 1);VENDITA - In sede fissa;VIA CORDUSIO;2;627;;Non Alimentare;;;;2316;2028;1;9.18571231323;45.4649892789;45.4649892789, 9.18571231323
C-EV/71155;Via DOGANA N. 2 angolo via marconi| (z.d. 1);VENDITA - In sede fissa;Via DOGANA;2;341;;non alimentare;libreria  ;;settore non alimentare;3664;2092;1;9.1891111561;45.4633434664;45.4633434664, 9.1891111561
EV/116243;VIA SPIGA (DELLA) N. 26 (z.d. 1);VENDITA - In sede fissa;VIA SPIGA (DELLA);26;226;;Non Alimentare;;;;2856;2094;1;9.19675107492;45.4703033704;45.4703033704, 9.19675107492
C-EV/23021;Corso LODI num.098| accesso: accesso esterno| (z.d. 4);VENDITA - In sede fissa;Corso LODI;;4068;carrefour;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  attivita' prevalente:alimentare/non alimentare ;supermercato alimentare;settore alimentare/non aliment;3202;2100;;;;
C-EV/171;VIA DURINI N. 28|via durini 028| isolato:318| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;VIA DURINI;28;703;boggi;Non Alimentare|Alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  ;abbigliamento;settore non alimentare;2781;2145;;;;
C-EV/23057;VIA ANTONA TRAVERSI (F.LLI) N. 18| isolato:061| accesso: accesso esterno| (z.d. 8);VENDITA - In sede fissa;VIA ANTONA TRAVERSI (F.LLI);18;703;sma;non alimentare|alimentare;(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) attivita' prevalente: supermercato ;supermercato alimentare;settore alimentare/non aliment;3288;2272;;;;
C-EV/25347;Piazzale CHIESA DAMIANO N. 2| isolato:039| accesso: accesso esterno| (z.d. 8);VENDITA - In sede fissa;Piazzale CHIESA DAMIANO;2;7164;;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) ;arredamenti;settore non alimentare;3277;2277;8;9.1570758632;45.4842900042;45.4842900042, 9.1570758632
C-EV/70864;Via DOGANA N. 2 angolo via marconi|via dogana 002| isolato:450| (z.d. 1);VENDITA - In sede fissa;Via DOGANA;2;341;mondadori multicenter;non alimentare;libreria  ;centro commerciale;settore non alimentare;4208;2300;1;9.1891111561;45.4633434664;45.4633434664, 9.1891111561
EV/104363;p.i.i. garibaldi repubblica edificio podiou.i. u1;VENDITA - In sede fissa;;;;;Alimentare|Non Alimentare;;;;4222;2300;;;;
C-EV/58526;Viale TROYA CARLO N. 18| isolato:166| accesso: accesso interno| (z.d. 6);VENDITA - In sede fissa;Viale TROYA CARLO;18;5140;media world;non alimentare;(con l'esclusione dei prodotti per i quali è previsto per legge uno specifico diploma)  attivita' prevalente: commercio al dettaglio di elettrodomestici, radio, tv, hi-fi, dischi, materiale fotografico, ecc. ;radio tv, elettrodom,app.radio;settore non alimentare;11200;2350;6;9.15492196071;45.4507353384;45.4507353384, 9.15492196071
C-EV/51331;Corso BUENOS AIRES N. 19 aff. a tempo indeterminato| isolato:078| accesso: accesso esterno| (z.d. 3) buenos aires 19;VENDITA - In sede fissa;;;;benetton;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  ;abbigliamento;settore alimentare/non aliment;2700;2351;;;;
C-EV/78315;Galleria CORSO (DEL) N. 4 (z.d. 1);VENDITA - In sede fissa;Galleria CORSO (DEL);4;305;;Alimentare|Non Alimentare;abbigliamento, accessori, tessile casa, profumeria, calzature, casalinghi, og-gettistica per la casa, prodotti alimentari confezionati  prescrizioni:vedasi avvertenze recate in determina dirigenziale n. 156/2010 con p.g. 640060/2010 ;;settore alimentare/non aliment;3306;2381;1;9.19509664366;45.4644993986;45.4644993986, 9.19509664366
EV/108125;Via RAFFAELE (SAN) N. 1 (z.d. 1);VENDITA - In sede fissa;Via RAFFAELE (SAN);1;207;;Non Alimentare;;;;3371;2385;1;9.1913010377;45.464980011;45.464980011, 9.1913010377
C-EV/52805;Via GIOVANNI DA PROCIDA ang. v. arona 15 num.000| isolato:040| accesso: accesso esterno| (z.d. 8);VENDITA - In sede fissa;Via GIOVANNI DA PROCIDA;;7151;longoni sport punto giall;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  ;grande magazz. con alimentari;settore alimentare/non aliment;2400;2400;;;;
C-EV/23009;Piazzale LORETO N. 5| isolato:357| accesso: accesso esterno| (z.d. 2);VENDITA - In sede fissa;Piazzale LORETO;5;2264;OVS;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) attivita' prevalente: grandi magazzini;grande magazzino con alimentari;settore alimentare/non aliment;3597;2416;2;9.21605461711285;45.4864123789992;45.4864123789992, 9.21605461711285
C-EV/66463;VIALE CORSICA ang.via terenzio;VENDITA - In sede fissa;VIALE CORSICA;;703;;alimentare|non alimentare;supermercato  eventuali prescrizioni : il flusso di traffico transitante in viale corsica direzione periferia, oltre al segnale di obbligo deve essere delimitato da una barriera fisica, come un cordolo materializzato, che impedisca svolte a sinistra in via terenzio ;in sospensiva;settore alimentare/non aliment;3011;2439;;;;
EV/109641;Via MANZONI ALESSANDRO N. 40 (z.d. 1);VENDITA - In sede fissa;Via MANZONI ALESSANDRO;40;230;;Non Alimentare;;;;3301;2452;1;9.19418783582;45.4712760796;45.4712760796, 9.19418783582
C-EV/23015;Via CICOGNARA LEOPOLDO N. 2| isolato:183| accesso: accesso esterno| (z.d. 3);VENDITA - In sede fissa;Via CICOGNARA LEOPOLDO;2;3106;;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali è previsto per legge uno specificodiploma)  attivita'prevalente vendita settore alimentare ;supermercato alimentare e non alimentare;settore alimentare/non aliment;4367;2469;3;9.22156947478;45.468378014;45.468378014, 9.22156947478
EV/102658;Piazza DUCA D'AOSTA interno stazione centrale;VENDITA - In sede fissa;Piazza DUCA D'AOSTA;;1200;;Non Alimentare|Alimentare;;;;3858;2470;;;;
C-EV/60571;Via NOVARA N. 86| isolato:129| accesso: accesso esterno| (z.d. 7);VENDITA - In sede fissa;Via NOVARA;86;6624;esselunga;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali è previsto per legge uno specifico diploma)  attivita' prevalente: supermercato ;supermercato alimentare;settore alimentare/non aliment;3976;2490;7;9.12060188917;45.4721594539;45.4721594539, 9.12060188917
EV/105533;Piazza VENTICINQUE APRILE N. 10 (z.d. 9);VENDITA - In sede fissa;Piazza VENTICINQUE APRILE;10;1064;;Alimentare|Non Alimentare;;;;4371;2491;9;9.18779987692;45.4805956717;45.4805956717, 9.18779987692
C-EV/43102;Galleria CORSO (DEL) N. 2 ang.vitt.emanuele interno|cso vittorio emanuele ii 022| isolato:360| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Galleria CORSO (DEL);2;305;;Non Alimentare;(con l'esclusione dei prodotti per i quali è previsto per legge uno specifico diploma)  attivita' prevalente: commercio dischi,libri,ecc. ;ABBIGLIAMENTO;settore alimentare/non aliment;3450;2494;1;9.19499082005;45.4648613426;45.4648613426, 9.19499082005
C-EV/47794;VIA MARIANI POMPEO N. 2| isolato:120| accesso: accesso esterno| (z.d. 2);VENDITA - In sede fissa;VIA MARIANI POMPEO;2;703;cityper sma;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  ;supermercato alimentare;settore alimentare/non aliment;2495;2495;;;;
C-EV/23010;Via PALMANOVA N. 65| isolato:287| accesso: accesso esterno| (z.d. 2);VENDITA - In sede fissa;Via PALMANOVA;65;2390;;Alimentare|Non Alimentare;(con l'esclusione dei prodotti per i quali è previsto per legge uno specifico diploma)  attivita' prevalente: vendita settore alimentare ;;settore alimentare/non aliment;6598;2499;2;9.23604783799;45.4965452687;45.4965452687, 9.23604783799
C-EV/51759;Viale UMBRIA N. 28| isolato:179| accesso: accesso esterno| (z.d. 4);VENDITA - In sede fissa;Viale UMBRIA;28;3145;esselunga spa.;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)   e' fatto obbligo che il passo carraio presente e adiacente l'incrocio tra viale umbria e via tertulliano rimanga interdetto al passaggio di veicoli ;supermercato alimentare;settore alimentare/non aliment;4307;2500;4;9.21278494068;45.4502345606;45.4502345606, 9.21278494068
C-EV/52302;Viale SUZZANI GIOVANNI N. 221 (z.d. 9);VENDITA - In sede fissa;Viale SUZZANI GIOVANNI;221;1446;;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  ;;settore alimentare/non aliment;5234;2500;9;9.2042720185;45.518169276;45.518169276, 9.2042720185
C-EV/55496;Via BENADIR N. 5 ang. v. palmanova| isolato:288| accesso: accesso esterno| (z.d. 2);VENDITA - In sede fissa;Via BENADIR;5;2380;;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  ;supermercato alimentare;settore alimentare/non aliment;2500;2500;2;9.23772680994;45.4983989122;45.4983989122, 9.23772680994
C-EV/69939;Via CUSAGO num.196|;VENDITA - In sede fissa;Via CUSAGO;;6785;;alimentare|non alimentare;superstore  ;supermercato alimentare;settore alimentare/non aliment;3950;2500;;;;
